00000555,20031001,99991231,301202,          , ,1,SIEM,49,    
00000725,20031001,99991231,402004,          , ,1,ARAU,49,    
00000836,20031001,99991231,301202,          , ,0,    ,49,    
00000839,20031001,99991231,301202,          , ,1,CONS,49,    
00000863,20031001,99991231,402004,          , ,1,ARAU,49,    
00000925,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00000961,20031001,99991231,301202,          , ,1,MAXI,49,    
00001063,20040701,99991231,402004,          , ,1,CONS,49,    
00001073,20031001,99991231,301202,          , ,1,SIEM,49,    
00001113,20031001,99991231,301202,          , ,1,SIEM,49,    
00001117,20031001,99991231,301202,          , ,1,SIEM,49,    
00001120,20031001,99991231,402004,          , ,1,MAXI,49,    
00001137,20031001,99991231,OSPOC,          , ,0,    ,49,    
00001175,20031001,99991231,301202,          , ,1,ORIG,49,    
00001195,20031001,99991231,301202,          , ,0,    ,49,    
00001233,20031001,99991231,301202,          , ,1,MAXI,49,    
00001239,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001240,20031001,99991231,301202,          , ,1,SIEM,49,    
00001257,20031001,99991231,OSPOC,          , ,1,ARAU,49,    
00001265,20031001,99991231,301202,          , ,0,    ,49,    
00001307,20040701,99991231,OSPOC,          , ,0,    ,49,    
00001323,20040701,99991231,402004,          , ,1,MAXI,49,    
00001344,20031001,99991231,301202,          , ,1,MAXI,49,    
00001371,20040701,99991231,402004,          , ,1,CONS,49,    
00001385,20031001,99991231,301202,          , ,1,SIEM,49,    
00001395,20031001,99991231,OSPOC,          , ,0,    ,49,    
00001401,20031001,99991231,301202,          , ,1,CONS,49,    
00001408,20031001,99991231,301202,          , ,1,MAXI,49,    
00001409,20031001,99991231,402004,          , ,1,SIEM,49,    
00001412,20040701,99991231,402004,          , ,1,SIEM,49,    
00001447,20031001,99991231,402004,          , ,1,SIEM,49,    
00001463,20031001,99991231,301202,          , ,1,SIEM,49,    
00001466,20031001,99991231,301202,          , ,0,    ,49,    
00001467,20031001,99991231,301202,          , ,1,CONS,49,    
00001468,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001475,20031001,99991231,301202,          , ,1,MAXI,49,    
00001476,20031001,99991231,301202,          , ,1,SIEM,49,    
00001478,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001481,20031001,99991231,301202,          , ,1,SIEM,49,    
00001482,20031001,99991231,301202,          , ,1,MAXI,49,    
00001485,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001487,20031001,99991231,OSPOC,          , ,0,    ,49,    
00001489,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001490,20031001,99991231,301202,          , ,1,MAXI,49,    
00001492,20031001,99991231,301202,          , ,0,    ,49,    
00001496,20031001,99991231,301202,          , ,1,SIEM,49,    
00001530,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001531,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001535,20031001,99991231,301202,          , ,1,MAXI,49,    
00001536,20031001,99991231,301202,          , ,1,MAXI,49,    
00001537,20031001,99991231,301202,          , ,1,ORIG,49,    
00001549,20031001,99991231,301202,          , ,1,MAXI,49,    
00001554,20031001,99991231,402004,          , ,0,    ,49,    
00001556,20031001,99991231,402004,          , ,1,MET,49,    
00001563,20031001,99991231,301202,          , ,1,CONS,49,    
00001566,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001567,20031001,99991231,301202,          , ,1,ARAU,49,    
00001601,20031001,99991231,301202,          , ,1,MAXI,49,    
00001610,20040701,99991231,402004,          , ,1,MET,49,    
00001654,20040701,99991231,402004,          , ,1,MAXI,49,    
00001659,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001660,20031001,99991231,301202,          , ,1,CONS,49,    
00001661,20031001,99991231,301202,          , ,1,CONS,49,    
00001663,20031001,99991231,301202,          , ,1,MAXI,49,    
00001674,20031001,99991231,301202,          , ,1,MAXI,49,    
00001692,20040701,99991231,402004,          , ,1,CONS,49,    
00001699,20031001,99991231,402004,          , ,1,SIEM,49,    
00001704,20031001,99991231,402004,          , ,1,SIEM,49,    
00001706,20031001,99991231,402004,          , ,1,ORIG,49,    
00001709,20031001,99991231,301202,          , ,1,MAXI,49,    
00001734,20031001,99991231,400800,          , ,1,MAXI,49,    
00001735,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001749,20031001,99991231,402004,          , ,1,SIEM,49,    
00001751,20031001,99991231,301202,          , ,1,MAXI,49,    
00001752,20031001,99991231,402004,          , ,1,CONS,49,    
00001760,20031001,99991231,402004,          , ,1,CONS,49,    
00001766,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001768,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001769,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001770,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001771,20031001,99991231,301202,          , ,1,MAXI,49,    
00001772,20031001,99991231,402004,          , ,1,ORIG,49,    
00001775,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001786,20031001,99991231,OSPOC,          , ,1,CONS,49,    
00001802,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001803,20031001,99991231,402004,          , ,1,CONS,49,    
00001804,20031001,99991231,402004,          , ,1,ORIG,49,    
00001805,20031001,99991231,402004,          , ,1,ORIG,49,    
00001808,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001815,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001817,20031001,99991231,OSPOC,          , ,1,NACI,49,    
00001818,20031001,99991231,301202,          , ,1,CONS,49,    
00001819,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001820,20031001,99991231,402004,          , ,1,ORIG,49,    
00001823,20031001,99991231,301202,          , ,1,SIEM,49,    
00001840,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001841,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001845,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001846,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001847,20031001,99991231,101604,          , ,1,MAXI,49,    
00001851,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001855,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001856,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001858,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001860,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001869,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001870,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001871,20031001,99991231,OSPOC,          , ,1,ARAU,49,    
00001872,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001873,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001874,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001878,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001879,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001884,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001887,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001888,20031001,99991231,101604,          , ,1,SIEM,49,    
00001894,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001895,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001898,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001901,20031001,99991231,FATSA,          , ,1,SIEM,49,    
00001903,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001907,20031001,99991231,OSPOC,          , ,1,SIEM,49,    
00001911,20031001,99991231,OSPOC,          , ,1,CONS,49,    
00001912,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001913,20031001,99991231,OSPOC,          , ,1,NACI,49,    
00001914,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001915,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001918,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
