00001894,20010101,99991231,01,19990701,09,19990701
00001895,20010101,99991231,01,19990628,09,19990628
00001898,20010101,99991231,01,19990601,09,19990601
00001901,20010101,99991231,01,19990802,09,19990802
00001903,20010101,99991231,01,19990803,09,19990803
00001907,20010101,99991231,01,19990901,09,19990901
00001911,20010101,99991231,01,19991101,09,19991101
00001912,20010101,99991231,01,19991108,09,19991108
00001913,20010101,99991231,01,19991109,09,19991109
00001914,20010101,99991231,01,19991108,09,19991108
00001915,20010101,99991231,01,19991117,09,19991117
00001918,20010101,99991231,01,19991215,09,19991215
00001920,20010101,99991231,01,20000101,09,20000101
00001921,20010101,99991231,01,20000101,09,20000101
00001934,20010101,99991231,01,20001226,09,20001226
00001935,20010101,99991231,01,20001226,09,20001226
00001936,20010101,99991231,01,20001226,09,20001226
00001942,20010101,99991231,01,20010322,09,20010322
00001951,20010101,99991231,01,20011112,09,20011112
00001952,20010101,99991231,01,20020109,09,20020109
00001953,20010101,99991231,01,20020109,09,20020109
00001966,20010101,99991231,01,20000301,09,20000301
00010000,20010101,99991231,01,19990426,09,19990426
00010001,20010101,99991231,01,20030301,09,20030301
00010002,20010101,99991231,01,20040102,09,20040102
00010003,20010101,99991231,01,20000320,09,20000320
00010004,20010101,99991231,01,20040401,09,20040401
00010005,20010101,99991231,01,20030819,09,20030819
00010006,20010101,99991231,01,20040513,09,20040513
00095000,20010101,99991231,01,20031111,09,20031111
