00000555,20010101,99991231,00000555,    ,   
00000725,20010101,99991231,00000725,    ,   
00000836,20010101,99991231,00000836,    ,   
00000839,20010101,99991231,00000839,    ,   
00000863,20010101,99991231,00000863,    ,   
00000925,20010101,99991231,00000925,    ,   
00000961,20010101,99991231,00000961,    ,   
00001063,20010101,99991231,00001063,    ,   
00001073,20010101,99991231,00001073,    ,   
00001113,20010101,99991231,00001113,    ,   
00001117,20010101,99991231,00001117,    ,   
00001120,20010101,99991231,00001120,    ,   
00001137,20010101,99991231,00001137,    ,   
00001175,20010101,99991231,00001175,    ,   
00001195,20010101,99991231,00001195,    ,   
00001233,20010101,99991231,00001233,    ,   
00001239,20010101,99991231,00001239,    ,   
00001240,20010101,99991231,00001240,    ,   
00001257,20010101,99991231,00001257,    ,   
00001265,20010101,99991231,00001265,    ,   
00001307,20010101,99991231,00001307,    ,   
00001323,20010101,99991231,00001323,    ,   
00001344,20010101,99991231,00001344,    ,   
00001371,20010101,99991231,00001371,    ,   
00001385,20010101,99991231,00001385,    ,   
00001395,20010101,99991231,00001395,    ,   
00001401,20010101,99991231,00001401,    ,   
00001408,20010101,99991231,00001408,    ,   
00001409,20010101,99991231,00001409,    ,   
00001412,20010101,99991231,00001412,    ,   
00001447,20010101,99991231,00001447,    ,   
00001463,20010101,99991231,00001463,    ,   
00001466,20010101,99991231,00001466,    ,   
00001467,20010101,99991231,00001467,    ,   
00001468,20010101,99991231,00001468,    ,   
00001475,20010101,99991231,00001475,    ,   
00001476,20010101,99991231,00001476,    ,   
00001478,20010101,99991231,00001478,    ,   
00001481,20010101,99991231,00001481,    ,   
00001482,20010101,99991231,00001482,    ,   
00001485,20010101,99991231,00001485,    ,   
00001487,20010101,99991231,00001487,    ,   
00001489,20010101,99991231,00001489,    ,   
00001490,20010101,99991231,00001490,    ,   
00001492,20010101,99991231,00001492,    ,   
00001496,20010101,99991231,00001496,    ,   
00001530,20010101,99991231,00001530,    ,   
00001531,20010101,99991231,00001531,    ,   
00001535,20010101,99991231,00001535,    ,   
00001536,20010101,99991231,00001536,    ,   
00001537,20010101,99991231,00001537,    ,   
00001549,20010101,99991231,00001549,    ,   
00001554,20010101,99991231,00001554,    ,   
00001556,20010101,99991231,00001556,    ,   
00001563,20010101,99991231,00001563,    ,   
00001566,20010101,99991231,00001566,    ,   
00001567,20010101,99991231,00001567,    ,   
00001601,20010101,99991231,00001601,    ,   
00001610,20010101,99991231,00001610,    ,   
00001654,20010101,99991231,00001654,    ,   
00001659,20010101,99991231,00001659,    ,   
00001660,20010101,99991231,00001660,    ,   
00001661,20010101,99991231,00001661,    ,   
00001663,20010101,99991231,00001663,    ,   
00001674,20010101,99991231,00001674,    ,   
00001692,20010101,99991231,00001692,    ,   
00001699,20010101,99991231,00001699,    ,   
00001704,20010101,99991231,00001704,    ,   
00001706,20010101,99991231,00001706,    ,   
00001709,20010101,99991231,00001709,    ,   
00001734,20010101,99991231,00001734,    ,   
00001735,20010101,99991231,00001735,    ,   
00001749,20010101,99991231,00001749,    ,   
00001751,20010101,99991231,00001751,    ,   
00001752,20010101,99991231,00001752,    ,   
00001760,20010101,99991231,00001760,    ,   
00001766,20010101,99991231,00001766,    ,   
00001768,20010101,99991231,00001768,    ,   
00001769,20010101,99991231,00001769,    ,   
00001770,20010101,99991231,00001770,    ,   
00001771,20010101,99991231,00001771,    ,   
00001772,20010101,99991231,00001772,    ,   
00001775,20010101,99991231,00001775,    ,   
00001786,20010101,99991231,00001786,    ,   
00001802,20010101,99991231,00001802,    ,   
00001803,20010101,99991231,00001803,    ,   
00001804,20010101,99991231,00001804,    ,   
00001805,20010101,99991231,00001805,    ,   
00001808,20010101,99991231,00001808,    ,   
00001815,20010101,99991231,00001815,    ,   
00001817,20010101,99991231,00001817,    ,   
00001818,20010101,99991231,00001818,    ,   
00001819,20010101,99991231,00001819,    ,   
00001820,20010101,99991231,00001820,    ,   
00001823,20010101,99991231,00001823,    ,   
00001840,20010101,99991231,00001840,    ,   
00001841,20010101,99991231,00001841,    ,   
00001845,20010101,99991231,00001845,    ,   
00001846,20010101,99991231,00001846,    ,   
00001847,20010101,99991231,00001847,    ,   
00001851,20010101,99991231,00001851,    ,   
00001855,20010101,99991231,00001855,    ,   
00001856,20010101,99991231,00001856,    ,   
00001858,20010101,99991231,00001858,    ,   
00001860,20010101,99991231,00001860,    ,   
00001869,20010101,99991231,00001869,    ,   
00001870,20010101,99991231,00001870,    ,   
00001871,20010101,99991231,00001871,    ,   
00001872,20010101,99991231,00001872,    ,   
00001873,20010101,99991231,00001873,    ,   
00001874,20010101,99991231,00001874,    ,   
00001878,20010101,99991231,00001878,    ,   
00001879,20010101,99991231,00001879,    ,   
00001884,20010101,99991231,00001884,    ,   
00001887,20010101,99991231,00001887,    ,   
00001888,20010101,99991231,00001888,    ,   
00001894,20010101,99991231,00001894,    ,   
00001895,20010101,99991231,00001895,    ,   
00001898,20010101,99991231,00001898,    ,   
00001901,20010101,99991231,00001901,    ,   
00001903,20010101,99991231,00001903,    ,   
00001907,20010101,99991231,00001907,    ,   
00001911,20010101,99991231,00001911,    ,   
00001912,20010101,99991231,00001912,    ,   
00001913,20010101,99991231,00001913,    ,   
00001914,20010101,99991231,00001914,    ,   
00001915,20010101,99991231,00001915,    ,   
00001918,20010101,99991231,00001918,    ,   
00001920,20010101,99991231,00001920,    ,   
00001921,20010101,99991231,00001921,    ,   
00001934,20010101,99991231,00001934,    ,   
00001935,20010101,99991231,00001935,    ,   
00001936,20010101,99991231,00001936,    ,   
00001942,20010101,99991231,00001942,    ,   
00001951,20010101,99991231,00001951,    ,   
00001952,20010101,99991231,00001952,    ,   
00001953,20010101,99991231,00001953,    ,   
00001966,20010101,99991231,00001966,    ,   
00010000,20010101,99991231,00010000,    ,   
00010001,20010101,99991231,00010001,    ,   
00010002,20010101,99991231,00010002,    ,   
00010003,20010101,99991231,00010003,    ,   
00010004,20010101,99991231,00010004,    ,   
00010005,20010101,99991231,00010005,    ,   
00010006,20010101,99991231,00010006,    ,   
00095000,20010101,99991231,00095000,    ,   
