00001554,20031001,99991231,01,        ,   ,   ,10,10
00001556,20031001,99991231,01,        ,   ,   ,10,10
00001563,20031001,99991231,01,        ,   ,   ,10,10
00001566,20031001,99991231,01,        ,   ,   ,10,10
00001567,20031001,99991231,01,        ,   ,   ,10,10
00001601,20031001,99991231,01,        ,   ,   ,10,10
00001610,20040701,99991231,01,        ,   ,   ,10,10
00001654,20040701,99991231,01,        ,   ,   ,10,10
00001659,20031001,99991231,01,        ,   ,   ,10,10
00001660,20031001,99991231,01,        ,   ,   ,10,10
00001661,20031001,99991231,01,        ,   ,   ,10,10
00001663,20031001,99991231,01,        ,   ,   ,10,10
00001674,20031001,99991231,01,        ,   ,   ,10,10
00001692,20040701,99991231,01,        ,   ,   ,10,10
00001699,20031001,99991231,01,        ,   ,   ,10,10
00001704,20031001,99991231,01,        ,   ,   ,10,10
00001706,20031001,99991231,01,        ,   ,   ,10,10
00001709,20031001,99991231,01,        ,   ,   ,10,10
00001734,20031001,99991231,01,        ,   ,   ,10,10
00001735,20031001,99991231,01,        ,   ,   ,10,10
00001749,20031001,99991231,01,        ,   ,   ,10,10
00001751,20031001,99991231,01,        ,   ,   ,10,10
00001752,20031001,99991231,01,        ,   ,   ,10,10
00001760,20031001,99991231,01,        ,   ,   ,10,10
00001766,20031001,99991231,01,        ,   ,   ,10,10
00001768,20031001,99991231,01,        ,   ,   ,10,10
00001769,20031001,99991231,01,        ,   ,   ,10,10
00001770,20031001,99991231,01,        ,   ,   ,10,10
00001771,20031001,99991231,01,        ,   ,   ,10,10
00001772,20031001,99991231,01,        ,   ,   ,10,10
00001775,20031001,99991231,01,        ,   ,   ,10,10
00001786,20031001,99991231,01,        ,   ,   ,10,10
00001802,20031001,99991231,01,        ,   ,   ,10,10
00001803,20031001,99991231,01,        ,   ,   ,10,10
00001804,20031001,99991231,01,        ,   ,   ,10,10
00001805,20031001,99991231,01,        ,   ,   ,10,10
00001808,20031001,99991231,01,        ,   ,   ,10,10
00001815,20031001,99991231,01,        ,   ,   ,10,10
00001817,20031001,99991231,01,        ,   ,   ,10,10
00001818,20031001,99991231,01,        ,   ,   ,10,10
00001819,20031001,99991231,01,        ,   ,   ,10,10
00001820,20031001,99991231,01,        ,   ,   ,10,10
00001823,20031001,99991231,01,        ,   ,   ,10,10
00001840,20031001,99991231,01,        ,   ,   ,10,10
00001841,20031001,99991231,01,        ,   ,   ,10,10
00001845,20031001,99991231,01,        ,   ,   ,10,10
00001846,20031001,99991231,01,        ,   ,   ,10,10
00001847,20031001,99991231,01,        ,   ,   ,10,10
00001851,20031001,99991231,01,        ,   ,   ,10,10
00001855,20031001,99991231,01,        ,   ,   ,10,10
00001856,20031001,99991231,01,        ,   ,   ,10,10
00001858,20031001,99991231,01,        ,   ,   ,10,10
00001860,20031001,99991231,01,        ,   ,   ,10,10
00001869,20031001,99991231,01,        ,   ,   ,10,10
00001870,20031001,99991231,01,        ,   ,   ,10,10
00001871,20031001,99991231,01,        ,   ,   ,10,10
00001872,20031001,99991231,01,        ,   ,   ,10,10
00001873,20031001,99991231,01,        ,   ,   ,10,10
00001874,20031001,99991231,01,        ,   ,   ,10,10
00001878,20031001,99991231,01,        ,   ,   ,10,10
00001879,20031001,99991231,01,        ,   ,   ,10,10
00001884,20031001,99991231,01,        ,   ,   ,10,10
00001887,20031001,99991231,01,        ,   ,   ,10,10
00001888,20031001,99991231,01,        ,   ,   ,10,10
00001894,20031001,99991231,01,        ,   ,   ,10,10
00001895,20031001,99991231,01,        ,   ,   ,10,10
00001898,20031001,99991231,01,        ,   ,   ,10,10
00001901,20031001,99991231,01,        ,   ,   ,10,10
00001903,20031001,99991231,01,        ,   ,   ,10,10
00001907,20031001,99991231,01,        ,   ,   ,10,10
00001911,20031001,99991231,01,        ,   ,   ,10,10
00001912,20031001,99991231,01,        ,   ,   ,10,10
00001913,20031001,99991231,01,        ,   ,   ,10,10
00001914,20031001,99991231,01,        ,   ,   ,10,10
00001915,20031001,99991231,01,        ,   ,   ,10,10
00001918,20031001,99991231,01,        ,   ,   ,10,10
00001920,20031001,99991231,01,        ,   ,   ,10,10
00001921,20031001,99991231,01,        ,   ,   ,10,10
00001934,20031001,99991231,01,        ,   ,   ,10,10
00001935,20031001,99991231,01,        ,   ,   ,10,10
00001936,20031001,99991231,01,        ,   ,   ,10,10
00001942,20031001,99991231,01,        ,   ,   ,10,10
00001951,20031001,99991231,01,        ,   ,   ,10,10
00001952,20031001,99991231,01,        ,   ,   ,10,10
00001953,20031001,99991231,01,        ,   ,   ,10,10
00001966,20031001,99991231,02,20040331,   ,   ,   ,   
00010000,20031001,99991231,01,        ,   ,   ,10,10
00010001,20031001,99991231,01,        ,   ,   ,10,10
00010002,20040102,99991231,35,20040402,   ,   ,   ,   
00010003,20040401,99991231,35,20040701,   ,   ,   ,   
00010004,20040401,99991231,01,        ,   ,   ,10,10
00010005,20040401,99991231,01,        ,   ,   ,10,10
00010006,20040513,99991231,02,20041012,   ,   ,   ,   
00095000,20031111,99991231,04,        ,   ,   ,   ,   
