00000555,20031001,99991231,01,        ,   ,   ,10,10
00000725,20031001,99991231,01,        ,   ,   ,10,10
00000836,20031001,99991231,01,        ,   ,   ,10,10
00000839,20031001,99991231,01,        ,   ,   ,10,10
00000863,20031001,99991231,01,        ,   ,   ,10,10
00000925,20031001,99991231,01,        ,   ,   ,10,10
00000961,20031001,99991231,01,        ,   ,   ,10,10
00001063,20040701,99991231,01,        ,   ,   ,10,10
00001073,20031001,99991231,01,        ,   ,   ,10,10
00001113,20031001,99991231,01,        ,   ,   ,10,10
00001117,20031001,99991231,01,        ,   ,   ,10,10
00001120,20031001,99991231,01,        ,   ,   ,10,10
00001137,20031001,99991231,01,        ,   ,   ,10,10
00001175,20031001,99991231,01,        ,   ,   ,10,10
00001195,20031001,99991231,01,        ,   ,   ,10,10
00001233,20031001,99991231,01,        ,   ,   ,10,10
00001239,20031001,99991231,01,        ,   ,   ,10,10
00001240,20031001,99991231,01,        ,   ,   ,10,10
00001257,20031001,99991231,01,        ,   ,   ,10,10
00001265,20031001,99991231,01,        ,   ,   ,10,10
00001307,20040701,99991231,01,        ,   ,   ,10,10
00001323,20040701,99991231,01,        ,   ,   ,10,10
00001344,20031001,99991231,01,        ,   ,   ,10,10
00001371,20040701,99991231,01,        ,   ,   ,10,10
00001385,20031001,99991231,01,        ,   ,   ,10,10
00001395,20031001,99991231,01,        ,   ,   ,10,10
00001401,20031001,99991231,01,        ,   ,   ,10,10
00001408,20031001,99991231,01,        ,   ,   ,10,10
00001409,20031001,99991231,01,        ,   ,   ,10,10
00001412,20040701,99991231,01,        ,   ,   ,10,10
00001447,20031001,99991231,01,        ,   ,   ,10,10
00001463,20031001,99991231,01,        ,   ,   ,10,10
00001466,20031001,99991231,01,        ,   ,   ,10,10
00001467,20031001,99991231,01,        ,   ,   ,10,10
00001468,20031001,99991231,01,        ,   ,   ,10,10
00001475,20031001,99991231,01,        ,   ,   ,10,10
00001476,20031001,99991231,01,        ,   ,   ,10,10
00001478,20031001,99991231,01,        ,   ,   ,10,10
00001481,20031001,99991231,01,        ,   ,   ,10,10
00001482,20031001,99991231,01,        ,   ,   ,10,10
00001485,20031001,99991231,01,        ,   ,   ,10,10
00001487,20031001,99991231,01,        ,   ,   ,10,10
00001489,20031001,99991231,01,        ,   ,   ,10,10
00001490,20031001,99991231,01,        ,   ,   ,10,10
00001492,20031001,99991231,01,        ,   ,   ,10,10
00001496,20031001,99991231,01,        ,   ,   ,10,10
00001530,20031001,99991231,01,        ,   ,   ,10,10
00001531,20031001,99991231,01,        ,   ,   ,10,10
00001535,20031001,99991231,01,        ,   ,   ,10,10
00001536,20031001,99991231,01,        ,   ,   ,10,10
00001537,20031001,99991231,01,        ,   ,   ,10,10
00001549,20031001,99991231,01,        ,   ,   ,10,10
