00000555,20031001,99991231,32,39,        ,        
00000555,20031001,99991231,31,55,20040101,20040131
00000725,20031001,99991231,32,146,        ,        
00000725,20031001,99991231,31,138,20040101,20040131
00000836,20031001,99991231,32,30,        ,        
00000836,20031001,99991231,31,53,20040101,20040131
00000839,20031001,99991231,32,25,        ,        
00000839,20031001,99991231,31,44,20040101,20040131
00000863,20031001,99991231,32,35,        ,        
00000863,20031001,99991231,31,65,20040201,20040229
00000925,20031001,99991231,32,30,        ,        
00000925,20031001,99991231,31,56,20040101,20040131
00000961,20031001,99991231,32,48,        ,        
00000961,20031001,99991231,31,67,20040101,20040131
00001063,20040701,99991231,32,30,        ,        
00001063,20040701,99991231,31,30,        ,        
00001073,20031001,99991231,32,33,        ,        
00001073,20031001,99991231,31,51,20040101,20040131
00001113,20031001,99991231,32,33,        ,        
00001113,20031001,99991231,31,55,20040101,20040131
00001117,20031001,99991231,32,31,        ,        
00001117,20031001,99991231,31,57,20040101,20040131
00001120,20031001,99991231,32,36,        ,        
00001120,20031001,99991231,31,56,20040101,20040131
00001137,20031001,99991231,32,38,        ,        
00001137,20031001,99991231,31,63,20040101,20040131
00001175,20031001,99991231,32,29,        ,        
00001175,20031001,99991231,31,49,20040101,20040131
00001195,20031001,99991231,32,23,        ,        
00001195,20031001,99991231,31,48,20040101,20040131
00001233,20031001,99991231,32,28,        ,        
00001233,20031001,99991231,31,46,20040101,20040131
00001239,20031001,99991231,32,30,        ,        
00001239,20031001,99991231,31,53,20040101,20040131
00001240,20031001,99991231,32,31,        ,        
00001240,20031001,99991231,31,49,20040101,20040131
00001257,20031001,99991231,32,29,        ,        
00001257,20031001,99991231,31,51,20040101,20040131
00001265,20031001,99991231,32,31,        ,        
00001265,20031001,99991231,31,51,20040101,20040131
00001307,20040701,99991231,32,24,        ,        
00001307,20040701,99991231,31,24,        ,        
00001323,20040701,99991231,32,24,        ,        
00001323,20040701,99991231,31,24,        ,        
00001344,20031001,99991231,32,24,        ,        
00001344,20031001,99991231,31,44,20040101,20040131
00001371,20040701,99991231,32,30,        ,        
00001371,20040701,99991231,31,31,        ,        
00001385,20031001,99991231,32,34,        ,        
00001385,20031001,99991231,31,40,20040101,20040131
00001395,20031001,99991231,32,24,        ,        
00001395,20031001,99991231,31,44,20040101,20040131
00001401,20031001,99991231,32,35,        ,        
00001401,20031001,99991231,31,57,20040201,20040229
00001408,20031001,99991231,32,24,        ,        
